congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.544,0.257,-63.51668,0.93565,955,21,,0.59,0.174
115,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.489,-0.179,-62.55929,0.92944,855,40,,-0.438,-0.197
115,House,15621,71,48,CA,200,,,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-191.72548,0.8128,925,77,,0.609,-0.549
115,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.352,-0.118,-75.76795,0.92357,953,30,,-0.395,-0.075
115,House,20107,71,49,CA,200,,,"ISSA, Darrell",I000056,1953,,0.476,0.03,-97.49573,0.89808,907,38,,0.449,-0.096
115,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-78.14213,0.91924,928,33,,-0.324,-0.287
115,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-68.05617,0.93051,945,24,,0.374,0.492
115,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.131,-58.8128,0.93885,932,22,,-0.539,0.104
115,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.198,0.446,-224.5376,0.76021,819,99,,-0.2,0.483
115,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.142,-83.23543,0.91543,942,46,,-0.403,-0.131
115,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-110.54488,0.88815,932,38,,-0.303,-0.272
115,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-62.89983,0.93561,945,17,,0.464,0.25
115,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-81.86436,0.90488,819,29,,-0.358,-0.539
115,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.67,-0.367,-141.70738,0.86183,953,49,,0.919,-0.395
115,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.481,-0.37,-58.95771,0.93902,937,23,,-0.452,-0.719
115,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.314,-0.098,-123.67194,0.8746,923,49,,-0.291,-0.111
115,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-119.65714,0.88024,938,47,,0.527,-0.124
115,House,21109,71,10,CA,200,,,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-102.31873,0.89464,919,65,,0.238,0.535
115,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-55.41944,0.93897,880,15,,-0.689,0.063
115,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.542,0.008,-87.87238,0.91012,933,30,,0.519,0.098
115,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.43,-0.51,-83.92931,0.91134,904,36,,-0.431,-0.72
115,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.246,0.009,-140.04563,0.86387,957,69,,-0.259,0.187
115,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-90.77356,0.90951,957,32,,0.348,0.155
115,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.355,-0.049,-109.76449,0.88753,920,46,,-0.355,-0.21
115,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.257,0.439,-78.85422,0.92002,946,55,,0.248,0.687
115,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.303,0.049,-95.18186,0.90389,942,47,,-0.317,0.108
115,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.39,-0.046,-100.94525,0.8939,900,40,,-0.427,0.19
115,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.26,0.046,-129.67762,0.87303,955,59,,-0.267,0.117
115,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.457,-0.329,-65.1866,0.93266,935,27,,-0.482,-0.59
115,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-69.32004,0.9265,908,35,,-0.478,-0.358
115,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.397,0.022,-89.35015,0.90868,933,32,,-0.458,0.151
115,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.193,-0.037,-199.01177,0.80938,941,100,,-0.179,0.004
115,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.513,-0.36,-68.30654,0.93041,947,33,,-0.565,-0.469
115,House,21505,71,25,CA,200,,,"KNIGHT, Steve",K000387,1966,,0.397,0.188,-100.68598,0.89883,944,63,,0.311,0.359
115,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.324,0.14,-106.24479,0.89377,946,46,,-0.308,0.115
115,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.373,-0.205,-112.93817,0.87826,870,63,,-0.417,0.101
115,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.367,0.068,-90.71277,0.90791,939,41,,-0.351,0.027
115,House,21509,71,45,CA,200,,,"WALTERS, Mimi",W000820,1962,,0.433,0.177,-64.84547,0.93144,913,20,,0.522,0.131
115,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.502,-0.123,-86.74906,0.91148,936,29,,-0.508,0.144
115,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.326,0.102,-127.2379,0.87264,934,48,,-0.297,0.187
115,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.285,0.163,-208.93896,0.8035,955,98,,-0.275,0.357
115,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.456,-0.292,-85.44107,0.91381,948,56,,-0.613,-0.144
115,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.288,0.188,-145.76301,0.85858,956,63,,-0.307,-0.032
115,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.527,-0.255,-54.99937,0.91958,656,25,,-0.611,0.005
115,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.094,-99.26997,0.89793,922,45,,-0.529,-0.209
115,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-80.30434,0.91491,903,21,,-0.33,-0.545
115,House,29316,71,34,CA,100,,,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-0.00649,0.99964,18,0,,-0.761,0.197
115,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-67.84302,0.93008,936,31,,-0.452,-0.007
115,House,29321,71,39,CA,200,,,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-134.2203,0.86694,940,41,,0.477,-0.171
115,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.339,0.277,-69.41663,0.92939,948,14,,0.386,0.336
115,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.397,-0.402,-99.2401,0.89837,926,56,,-0.428,-0.281
115,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.344,-0.137,-110.65894,0.88961,946,48,,-0.314,-0.241
115,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.676,-0.582,-69.31409,0.92884,939,45,,-0.738,-0.084
115,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.392,0.072,-103.94368,0.89532,940,42,,-0.383,-0.057
115,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-65.12359,0.9201,782,28,,-0.457,-0.422
115,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.665,0.257,-72.74453,0.92614,948,23,,0.641,0.02
115,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-122.48217,0.87522,919,69,,-0.248,-0.201
115,House,20904,62,2,CO,100,,,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-126.08869,0.86199,849,46,,-0.27,-0.788
115,House,20906,62,6,CO,200,,,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-156.11568,0.8489,953,88,,0.424,-0.169
115,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-124.73455,0.87622,944,75,,0.404,0.071
115,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.655,-0.432,-159.0685,0.84294,931,86,,1.0,-0.03
115,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.307,-80.26113,0.91404,893,30,,-0.379,-0.399
115,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.337,0.041,-97.90721,0.90158,945,48,,-0.342,-0.049
115,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.241,-0.21,-113.96887,0.88627,944,49,,-0.242,-0.162
115,House,21316,1,5,CT,100,,,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-85.80393,0.91398,954,48,,-0.341,0.067
115,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.108,-73.34092,0.92081,889,40,,-0.365,-0.245
115,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.396,-0.039,-102.68845,0.89307,908,42,,-0.354,0.003
115,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.383,-0.128,-84.78373,0.91428,946,37,,-0.324,-0.093
115,House,15634,43,27,FL,200,,,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-208.93536,0.77531,821,111,,0.213,-0.19
115,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.159,-98.66572,0.89336,875,48,,0.236,0.318
115,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.414,0.102,-91.84968,0.90247,895,60,,-0.366,-0.193
115,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.071,-84.65656,0.9129,929,29,,-0.466,0.211
115,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.361,-0.081,-106.61699,0.8891,907,39,,0.349,-0.056
115,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.423,-0.032,-74.51206,0.92188,916,26,,0.503,0.015
115,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.533,-0.353,-114.64754,0.87519,860,38,,0.57,-0.34
115,House,20910,43,17,FL,200,,,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-107.57895,0.87939,837,33,,0.366,0.122
115,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-89.51793,0.90462,893,50,,-0.331,-0.279
115,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.524,-0.078,-74.07412,0.91838,870,23,,0.611,-0.13
115,House,21117,43,15,FL,200,,,"ROSS, Dennis",R000593,1959,,0.531,0.099,-52.02692,0.93994,840,13,,0.472,0.334
115,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.477,-0.005,-66.33656,0.92328,831,28,,-0.486,-0.031
115,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-111.86468,0.88598,924,56,,0.726,-0.154
115,House,21318,43,6,FL,200,,,"DeSANTIS, Ron",D000621,1978,,0.663,-0.105,-69.4445,0.9187,819,52,,0.687,0.031
115,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.396,-0.024,-87.62249,0.90614,889,51,,-0.362,-0.256
115,House,21512,43,26,FL,200,,,"CURBELO, Carlos",C001107,1980,,0.211,-0.185,-191.67738,0.80566,887,96,,0.24,-0.191
115,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-160.79946,0.83819,911,80,,-0.21,-0.022
115,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-92.20266,0.90723,947,51,,-0.346,-0.227
115,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.509,0.332,-68.07312,0.93014,940,15,,0.501,0.273
115,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.593,-0.643,-213.74377,0.79127,913,102,,0.913,-0.408
115,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-129.66628,0.864,887,56,,-0.254,0.082
115,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.461,-0.34,-200.35671,0.81057,954,113,,0.333,-0.137
115,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-187.91074,0.81881,940,82,,-0.152,0.017
115,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-101.95644,0.88989,874,24,,0.566,-0.3
115,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.433,0.065,-74.93526,0.91977,896,32,,0.346,0.548
115,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.347,0.196,-89.1636,0.91104,957,33,,-0.382,0.161
115,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-87.89322,0.90841,915,27,,-0.545,0.284
115,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-43.27693,0.95331,905,11,,-0.68,-0.013
115,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.304,0.168,-129.17236,0.86712,906,78,,-0.269,0.001
115,House,20505,44,6,GA,200,,,"PRICE, Tom",P000591,1954,,0.644,-0.073,-0.02153,0.98929,2,0,,0.236,0.941
115,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.478,-0.052,-112.64066,0.88465,919,71,,-0.488,-0.328
115,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-96.95775,0.90336,954,68,,0.625,0.268
115,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-110.57705,0.88968,946,69,,0.564,0.053
115,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.539,0.358,-97.4433,0.90242,949,28,,0.488,0.078
115,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-80.31171,0.91727,930,39,,0.516,0.242
115,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.558,0.344,-74.32333,0.92367,936,52,,0.614,0.465
115,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-98.79957,0.90093,947,67,,0.857,-0.114
115,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.679,0.032,-68.31694,0.92611,890,25,,0.67,-0.076
115,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.69,0.282,-60.28272,0.93839,948,20,,0.595,0.111
115,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.585,0.251,-67.80717,0.93146,955,15,,0.522,0.136
115,House,21752,44,6,GA,200,,,"HANDEL, Karen",H001078,1962,,0.493,0.305,-54.38725,0.9242,690,19,,0.494,0.303
115,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.288,0.447,-168.93588,0.83373,929,81,,-0.342,0.5
115,House,21124,82,1,HI,100,,,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-84.1993,0.90462,840,42,,-0.359,0.023
115,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-125.35341,0.87105,908,50,,-0.295,-0.544
115,House,21125,63,1,ID,200,,,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.571,-121.02518,0.86247,818,46,,1.0,-0.03
115,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.296,0.313,-67.55933,0.92897,917,20,,0.271,0.395
115,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-164.8294,0.83694,926,72,,-0.194,-0.022
115,House,20715,21,6,IL,200,,,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-129.50472,0.86653,904,65,,0.303,0.112
115,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.238,-0.226,-99.79546,0.89968,944,39,,-0.283,-0.255
115,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.326,-0.231,-70.30226,0.92674,924,30,,-0.351,-0.131
115,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-100.13109,0.89916,942,65,,0.25,0.555
115,House,21129,21,14,IL,200,,,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-87.46054,0.91024,930,27,,0.45,-0.0
115,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.195,-0.121,-180.45206,0.82667,948,78,,-0.14,-0.209
115,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-95.53569,0.90116,918,45,,0.27,0.289
115,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-116.56798,0.88498,954,54,,-0.234,-0.11
115,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.473,-0.021,-62.91356,0.93472,932,28,,-0.505,0.028
115,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.402,-0.046,-124.07398,0.87781,952,72,,0.239,0.701
115,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.462,0.217,-98.13708,0.90205,952,65,,0.47,0.118
115,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.347,-0.005,-81.38924,0.91839,956,43,,-0.313,-0.182
115,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-93.21808,0.88385,755,40,,-0.484,-0.066
115,House,29348,21,4,IL,100,,,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-86.59678,0.90104,831,42,,-0.572,-0.124
115,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-59.1487,0.93331,857,28,,-0.434,-0.481
115,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-83.24505,0.91627,952,25,,0.327,0.259
115,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.29,-51.93208,0.94675,949,15,,-0.714,-0.107
115,House,15124,22,1,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-100.61223,0.89704,926,33,,-0.399,0.097
115,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.436,0.03,-110.85334,0.88775,931,51,,-0.437,-0.05
115,House,21131,22,4,IN,200,,,"ROKITA, Todd",R000592,1970,,0.602,-0.16,-107.54672,0.89024,925,58,,0.694,-0.11
115,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.38,0.385,-85.64877,0.91379,950,39,,0.363,0.212
115,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-69.97306,0.92906,951,23,,0.484,0.212
115,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-78.68186,0.92051,950,23,,0.373,0.156
115,House,21332,22,6,IN,200,,,"MESSER, Luke",M001189,1969,,0.563,-0.086,-74.26984,0.9202,893,24,,0.589,-0.109
115,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.648,0.013,-67.29311,0.93189,954,22,,0.653,-0.052
115,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-127.09691,0.87214,929,44,,0.467,-0.175
115,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-155.87593,0.84764,943,40,,0.54,-0.196
115,House,20720,31,2,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-118.96774,0.88136,942,72,,-0.263,0.095
115,House,21520,31,1,IA,200,,,"BLUM, Rod",B001294,1955,,0.527,-0.488,-262.21396,0.75107,916,105,,0.538,-0.554
115,House,21521,31,3,IA,200,,,"YOUNG, David",Y000066,1968,,0.442,-0.038,-113.41718,0.88835,958,35,,0.439,-0.117
115,House,20915,32,2,KS,200,,,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-92.63139,0.90209,899,61,,0.5,0.31
115,House,21135,32,3,KS,200,,,"YODER, Kevin",Y000063,1976,,0.558,0.03,-107.36017,0.89239,943,67,,0.487,0.234
115,House,21136,32,4,KS,200,,,"POMPEO, Mike",P000602,1963,,0.66,0.164,-5e-05,0.99995,1,0,,0.572,0.82
115,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.607,0.138,-91.83273,0.90832,955,35,,0.494,0.197
115,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.648,0.118,-64.88666,0.91817,760,13,,0.549,0.086
115,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.153,-63.71746,0.93106,892,15,,0.335,0.524
115,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-65.04772,0.93252,931,22,,-0.365,-0.474
115,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.427,0.273,-67.78296,0.93134,953,21,,0.534,0.231
115,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.488,0.291,-77.27076,0.92125,942,33,,0.547,0.321
115,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.592,-0.072,-99.77741,0.90079,955,49,,0.597,-0.046
115,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.666,-0.746,-416.44204,0.64539,951,174,,0.644,-0.765
115,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.162,-36.18678,0.94633,656,6,,0.542,0.077
115,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-101.01003,0.88758,847,41,,-0.58,0.416
115,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-85.71075,0.91373,950,25,,0.543,0.074
115,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.425,0.049,-126.99535,0.87325,937,73,,0.525,-0.098
115,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.625,-0.316,-87.41726,0.91065,934,28,,0.531,0.062
115,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.565,0.021,-92.54357,0.90681,946,29,,0.575,-0.149
115,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.423,-0.365,-67.30492,0.93083,939,24,,-0.382,-0.444
115,House,21524,2,2,ME,200,,,"POLIQUIN, Bruce Lee",P000611,1953,,0.36,-0.182,-158.12846,0.84681,951,81,,0.338,-0.036
115,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-76.19347,0.91968,910,21,,-0.441,0.169
115,House,20329,52,2,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.299,0.12,-125.33706,0.87492,938,67,,-0.254,-0.081
115,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962,,-0.466,-0.078,-66.47693,0.93235,949,24,,-0.523,0.159
115,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957,,0.674,-0.37,-134.03037,0.86605,932,49,,0.711,-0.459
115,House,21334,52,6,MD,100,,,"DELANEY, John",D000620,1963,,-0.276,0.041,-105.64892,0.89294,933,51,,-0.282,0.111
115,House,21707,52,4,MD,100,,,"BROWN, Anthony Gregory",B001304,1961,,-0.344,-0.063,-81.67745,0.91478,917,42,,-0.342,-0.171
115,House,21741,52,8,MD,100,,,"RASKIN, Jamie Ben",R000606,1962,,-0.506,-0.231,-70.65423,0.92847,952,31,,-0.552,-0.183
115,House,29587,52,7,MD,100,,,"CUMMINGS, Elijah Eugene",C000984,1951,2019.0,-0.438,-0.148,-49.41925,0.92602,643,26,,-0.46,-0.142
115,House,15616,3,1,MA,100,,,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-74.15606,0.92344,931,29,,-0.446,0.148
115,House,20119,3,8,MA,100,,,"LYNCH, Stephen F.",L000562,1955,,-0.344,0.048,-136.42306,0.8637,931,58,,-0.376,0.244
115,House,20754,3,3,MA,100,,,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.199,-64.09341,0.92818,860,23,,-0.349,-0.39
115,House,21140,3,9,MA,100,,,"KEATING, William R.",K000375,1952,,-0.329,-0.101,-98.98311,0.89683,909,52,,-0.328,0.043
115,House,21335,3,4,MA,100,,,"KENNEDY, Joseph P. III",K000379,1980,,-0.421,-0.206,-68.47258,0.92498,878,24,,-0.387,-0.356
115,House,21375,3,5,MA,100,,,"CLARK, Katherine M.",C001101,1963,,-0.479,-0.269,-64.15677,0.93375,936,30,,-0.495,-0.282
115,House,21525,3,6,MA,100,,,"MOULTON, Seth",M001196,1978,,-0.287,-0.039,-105.19253,0.8937,936,43,,-0.273,-0.301
115,House,29729,3,2,MA,100,,,"McGOVERN, James P.",M000312,1959,,-0.538,-0.343,-64.03917,0.93434,943,39,,-0.652,-0.125
115,House,29919,3,7,MA,100,,,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-69.97069,0.92615,912,23,,-0.576,-0.034
115,House,10713,23,13,MI,100,,,"CONYERS, John, Jr.",C000714,1929,2019.0,-0.658,-0.512,-33.52608,0.93881,531,15,,-0.601,-0.337
115,House,15033,23,9,MI,100,,,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-70.93397,0.92842,955,31,,-0.435,-0.012
115,House,15446,23,6,MI,200,,,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-182.02416,0.82378,939,85,,0.291,-0.023
115,House,20725,23,7,MI,200,,,"WALBERG, Tim",W000798,1951,,0.499,0.163,-80.33384,0.91948,957,54,,0.535,0.446
115,House,21142,23,2,MI,200,,,"HUIZENGA, Bill",H001058,1969,,0.531,0.053,-75.42411,0.92161,924,40,,0.606,0.307
115,House,21143,23,3,MI,200,,,"AMASH, Justin",A000367,1980,,0.654,-0.757,-567.42775,0.55202,955,271,,0.558,-0.83
115,House,21372,23,5,MI,100,,,"KILDEE, Dan",K000380,1958,,-0.359,-0.183,-79.45633,0.91968,949,31,,-0.351,-0.418
